441de07e16dfc13e,1.51860,13.36,3.43,1.43,72.26,0.51,8.60,0.00,0.00
5C877007-CED0-48EF-9490-4E04BB625458,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.00,0.15
7B5E1D52-7109-48CE-A4A0-17E50C322BDE,1.51743,12.20,3.25,1.16,73.55,0.62,8.90,0.00,0.24
83CB897D-5D2B-4DA3-A7EA-5886D3996515,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.00,0.00
969332e70b7c5c92,1.51811,12.96,2.96,1.43,72.92,0.60,8.79,0.14,0.00
B2F0E91B-260E-4C86-A499-90C16D3EFA24,1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22
4b1ac2e2b3ba8569,1.51730,12.35,2.72,1.63,72.87,0.70,9.23,0.00,0.00
8934A888-0C54-491A-A949-ECB9BFB9131A,1.51610,13.42,3.40,1.22,72.69,0.59,8.32,0.00,0.00
110E318B-B1FA-4CB8-8386-054D39820EB8,1.51820,12.62,2.76,0.83,73.81,0.35,9.42,0.00,0.20
5fc564e4f960640b,1.52725,13.80,3.15,0.66,70.57,0.08,11.64,0.00,0.00
DA4CB7F3-1FC9-4767-B335-26FCB3B18E64,1.52410,13.83,2.90,1.17,71.15,0.08,10.79,0.00,0.00
eeb7dcf44bcc5215,1.52475,11.45,0.00,1.88,72.19,0.81,13.24,0.00,0.34
E816B505-497D-49A0-A0D5-BF870EAC614C,1.53125,10.73,0.00,2.10,69.81,0.58,13.30,3.15,0.28
D361079C-5471-426C-B0CE-EE28144FF1B7,1.53393,12.30,0.00,1.00,70.16,0.12,16.19,0.00,0.24
C70586BB-B1CF-44F4-A25A-8C32F1B3DE44,1.52222,14.43,0.00,1.00,72.67,0.10,11.52,0.00,0.08
99133256-C790-4F53-A18B-3222A8816FA9,1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.00,0.00
616ec9d9e6386d84,1.51818,13.72,0.00,0.56,74.45,0.00,10.99,0.00,0.00
eed87e532992d96d,1.52664,11.23,0.00,0.77,73.21,0.00,14.68,0.00,0.00
39CF211F-6881-4DA2-9C87-A154A8965B48,1.52739,11.02,0.00,0.75,73.08,0.00,14.96,0.00,0.00
1D8C52EC-70C7-47AC-AB9C-D9E2AAB690FB,1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.00,0.00
86d2bb90f89aa9f3,1.52777,12.64,0.00,0.67,72.02,0.06,14.40,0.00,0.00
e7a3c5c87385bb79,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.00,0.14
AB2D44BD-37A5-4C94-895D-5EA7610B3751,1.51847,13.10,3.97,1.19,72.44,0.60,8.43,0.00,0.00
8D6253F6-1473-4D3B-A9D0-8F1C84D3AA40,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.00,0.00
B16D3748-9AA7-444F-B0EE-295F2FE3DA4F,1.51829,13.24,3.90,1.41,72.33,0.55,8.31,0.00,0.10
44132B4B-BE4A-4C24-A198-150DF4B555A8,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.00,0.00
EA79DBF3-A01D-47C1-B2FF-27809D876220,1.51673,13.30,3.64,1.53,72.53,0.65,8.03,0.00,0.29
3DC42E15-AE2A-4CC2-B3EC-CFEA1D5DE63B,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.00,0.00
ef978b3f77e148d7,1.51844,13.25,3.76,1.32,72.40,0.58,8.42,0.00,0.00
db07386f4764dbd5,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.00,0.21
03DB7CCC-5C7A-4231-AF42-61204A2EB6D9,1.51687,13.23,3.54,1.48,72.84,0.56,8.10,0.00,0.00
3168ACC9-18DE-4541-90E6-78C213C5039A,1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.00,0.00
496E4581-051F-48A0-900B-A4A6C27BF607,1.52177,13.20,3.68,1.15,72.75,0.54,8.52,0.00,0.00
99DBF89B-F388-482C-9D14-4C4A91F746E1,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.00,0.12
d1c8629731cfa007,1.51667,12.94,3.61,1.26,72.75,0.56,8.60,0.00,0.00
34048E68-C66C-4A02-BEBC-0BC6C1509964,1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.00,0.17
9997be8039946062,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17
44dab5be51f7e3e1,1.52020,13.98,1.35,1.63,71.76,0.39,10.56,0.00,0.18
A10047C0-EB01-42E9-8FB0-EB13E76707DE,1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.00,0.00
ce0e521e9ae71e7b,1.52614,13.70,0.00,1.36,71.24,0.19,13.44,0.00,0.10
A2123592-1CC2-4543-8AAD-0097B5C18F69,1.51796,13.50,3.36,1.63,71.94,0.57,8.81,0.00,0.09
DD2321C9-BD7A-4F43-B64E-1AC9F4EBDA63,1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.00,0.00
47ae4dfd5c4983aa,1.51800,13.71,3.93,1.54,71.81,0.54,8.21,0.00,0.15
9ED9E0DF-9C8F-4B6C-BA82-89D6F18A8C23,1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.00,0.00
9E3E3C7A-9281-4B3B-8B81-D5238A7463FB,1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.00,0.00
1A4F57D1-B0A3-48FF-8CDB-A7912657659C,1.51789,13.19,3.90,1.30,72.33,0.55,8.44,0.00,0.28
ebc98d483ae5a45d,1.51806,13.00,3.80,1.08,73.07,0.56,8.38,0.00,0.12
c1a8791ebc4c5cd5,1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.00,0.00
c83c5c6db56c3406,1.51674,12.79,3.52,1.54,73.36,0.66,7.90,0.00,0.00
9db3a71f99c7fec4,1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.00,0.00
80b9156bd496bc22,1.51690,13.33,3.54,1.61,72.54,0.68,8.11,0.00,0.00
F2ACD460-C98D-4381-B3F4-DD82499A7AC7,1.51851,13.20,3.63,1.07,72.83,0.57,8.41,0.09,0.17
1C2FC51A-F76C-4693-9345-80644C152239,1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25
603710f76d9e592b,1.51709,13.00,3.47,1.79,72.72,0.66,8.18,0.00,0.00
90F97763-C069-4C73-A2CB-BF273E88E2F6,1.51660,12.99,3.18,1.23,72.97,0.58,8.81,0.00,0.24
76546316-2D76-4632-9F26-5BBEAEBCBA44,1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.00,0.35
64dbbdb439b27502,1.51514,14.01,2.68,3.50,69.89,1.68,5.87,2.20,0.00
6a5471a4cf49225f,1.51915,12.73,1.85,1.86,72.69,0.60,10.09,0.00,0.00
099FE44C-BB40-4B86-BAFC-D20BB7139087,1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.00,0.00
2661cf2e31b6dd85,1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.00,0.00
548ac350ba145d50,1.51969,12.64,0.00,1.65,73.75,0.38,11.53,0.00,0.00
b910edf4b720f876,1.51666,12.86,0.00,1.83,73.88,0.97,10.17,0.00,0.00
9dcb2884c9d32baf,1.51131,13.69,3.20,1.81,72.81,1.76,5.43,1.19,0.00
e364c437db27e05d,1.51994,13.27,0.00,1.76,73.03,0.47,11.32,0.00,0.00
8c431ce6c0c2afa6,1.52369,13.44,0.00,1.58,72.22,0.32,12.24,0.00,0.00
795b22976d6ecfdb,1.51316,13.02,0.00,3.04,70.48,6.21,6.96,0.00,0.00
a860637d9653a32e,1.51852,14.09,2.19,1.66,72.67,0.00,9.32,0.00,0.00
69f7254dbca222d9,1.51665,13.14,3.45,1.76,72.48,0.60,8.38,0.00,0.17
EF06A82F-59B8-4332-85DA-46618E641148,1.52127,14.32,3.90,0.83,71.50,0.00,9.49,0.00,0.00
4c376fbb18f01067,1.51779,13.64,3.65,0.65,73.00,0.06,8.93,0.00,0.00
bd96e1e2775b8c02,1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.00,0.00
e94fff9196ca7b22,1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24
01687F5F-66E4-43DB-875D-D4C200D55E49,1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.00,0.37
a8dda849a3db9d37,1.51321,13.00,0.00,3.02,70.70,6.21,6.93,0.00,0.00
847739370404f8d9,1.52043,13.38,0.00,1.40,72.25,0.33,12.50,0.00,0.00
28791D64-A761-4CEE-9E9A-05B9A214C01C,1.52058,12.85,1.61,2.17,72.18,0.76,9.70,0.24,0.51
833479250de689ae,1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.00,0.28
7A71172A-5020-49B5-A64E-CDA4A422D724,1.51905,14.00,2.39,1.56,72.37,0.00,9.57,0.00,0.00
24B372F8-14F1-4B47-A9AE-602A822E216C,1.51937,13.79,2.41,1.19,72.76,0.00,9.77,0.00,0.00
27AF695C-0BE1-40BA-BDC7-6D409E2441A0,1.51829,14.46,2.24,1.62,72.38,0.00,9.26,0.00,0.00
2f10899c20e868c8,1.51299,14.40,1.74,1.54,74.55,0.00,7.59,0.00,0.00
c4f22003cc4d827c,1.51888,14.99,0.78,1.74,72.50,0.00,9.95,0.00,0.00
7CD54590-980B-4191-81A3-F20D57809E4E,1.51916,14.15,0.00,2.09,72.74,0.00,10.88,0.00,0.00
1fbaac0a876e851f,1.51969,14.56,0.00,0.56,73.48,0.00,11.22,0.00,0.00
811dbc80b2f221f9,1.51115,17.38,0.00,0.34,75.41,0.00,6.65,0.00,0.00
39745e4e74bc18b7,1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.00
d4cc5e65b57bb1f0,1.52315,13.44,3.34,1.23,72.38,0.60,8.83,0.00,0.00
7E55F372-DF10-4CCF-B889-6B10CD6E0A30,1.52247,14.86,2.20,2.06,70.26,0.76,9.76,0.00,0.00
12F87CCC-AF2D-4ECD-B247-68B6FFB627A5,1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.00
D8F0DD86-BFD9-4B40-9FF3-5ABC89DFA517,1.51613,13.88,1.78,1.79,73.10,0.00,8.67,0.76,0.00
FC145FBA-FDE6-497C-877A-0A5D8A42C2B9,1.51602,14.85,0.00,2.38,73.28,0.00,8.76,0.64,0.09
